Level;Code;Code;Description;Self-explanatory texts in English;Self-explanatory texts in French;Self-explanatory texts in German
5;540412000080;5404.12;-- Los demás, de polipropileno;Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excl. elastomers);Monofilaments de polypropylène de >= 67 décitex et dont la plus grande dimension de la coupe transversale <= 1 mm (à l'excl. des monofilaments d'élastomères);Polypropylen-Monofile von >= 67 dtex und einem größten Durchmesser von <= 1 mm (ausg. Elastomere)
5;540419000080;5404.19;-- Los demás;Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excl. of elastomers and polypropylene);Monofilaments synthétiques de >= 67 décitex et dont la plus grande dimension de la coupe transversale <= 1 mm (à l'excl. des monofilaments d'élastomères et de polypropylène);Monofile, synthetisch, von >= 67 dtex und einem größten Durchmesser von <= 1 mm (ausg. aus Elastomeren und Polypropylen)
4;540490000080;5404.90;- Las demás;Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent width of <= 5 mm;Lames et formes simil. [paille artificielle, p.ex.], en matières textiles synthétiques, d'une largeur apparente <= 5 mm;"Streifen und dergl. ""z.B. künstliches Stroh"" aus synthetischer Spinnmasse, mit einer augenscheinlichen Breite von <= 5 mm"
3;540500000080;5405.00;" Monofilamentos artificiales de título superior o igual a 67 decitex y cuya mayor dimensión de la sección transversal sea inferior o igual a 1 mm; tiras y formas similares (por ejemplo: paja artificial) de materia textil artificial, de anchura aparente inferior o igual a 5 mm";"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent width of <= 5 mm";"Monofilaments artificiels de >= 67 décitex et dont la plus grande dimension de la coupe transversale <= 1 mm; lames et formes simil. [paille artificielle, p.ex.], en matières textiles artificielles, d'une largeur apparente <= 5 mm";"Monofile, künstlich, von >= 67 dtex und einem größten Durchmesser von <= 1 mm; Streifen und dergl. ""z.B. künstliches Stroh"" aus künstlicher Spinnmasse, mit einer augenscheinlichen Breite von <= 5 mm"
3;540600000080;5406.00; Hilados de filamentos sintéticos o artificiales (excepto el hilo de coser), acondicionados para la venta al por menor;Man-made filament yarn, put up for retail sale (excl. sewing thread);Fils de filaments synthétiques ou artificiels (autres que les fils à coudre), conditionnés pour la vente au détail;Garne aus synthetischen oder künstlichen Filamenten, in Aufmachungen für den Einzelverkauf (ausg. Nähgarne)
3;540700000080;54.07; Tejidos de hilados de filamentos sintéticos, incluidos los tejidos fabricados con los productos de la partida 5404;Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm;Tissus de fils de filaments synthétiques, y.c. les tissus obtenus à partir des produits du n° 5404;Gewebe aus Garnen aus synthetischen Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm
4;540710000080;5407.10;- Tejidos fabricados con hilados de alta tenacidad de nailon o demás poliamidas o de poliésteres;Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm;Tissus obtenus à partir de fils à haute ténacité de nylon ou d'autres polyamides ou de polyesters, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus hochfesten Garnen aus Nylon oder anderen Polyamiden oder aus Polyester, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm
4;540720000080;5407.20;- Tejidos fabricados con tiras o formas similares;Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm;Tissus obtenus à partir de lames ou formes simil., y.c. celles du n° 5404;Gewebe aus Streifen oder dergl. aus synthetischen Filamenten, einschl. aus Monofilen von >= 67 dtex und mit einem größten Durchmesser von <= 1 mm
4;540730000080;5407.30;- Productos citados en la nota 9 de la sección XI;Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm, consisting of layers of parallel textile yarns superimposed on each other at acute or right angles, the layers being bonded at the intersections of the yarns by an adhesive or by thermal bonding;Tissus de fils de filaments synthétiques, y.c. les tissus obtenus à partir des monofilaments du n° 5404, constitués par des nappes de fils textiles parallélisés qui se superposent à angle aigu ou droit et sont fixées entre elles aux points de croisement de leurs fils par un liant ou par thermosoudage;Gewebe aus Garnen aus synthetischen Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, die aus Lagen parallel gelegter Garne bestehen und bei denen die Lagen im spitzen oder rechten Winkel übereinander liegen, an den Berührungspunkten durch ein Bindemittel verklebt oder verschweißt
4;540741000010;;- Los demás tejidos con un contenido de filamentos de nailon o demás poliamidas superior o igual al 85 % en peso;;;
5;540741000080;5407.41;-- Crudos o blanqueados;Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached;Tissus, écrus ou blanchis, obtenus à partir de fils contenant >= 85% en poids de filaments de nylon ou d'autres polyamides, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT Nylon- oder anderen Polyamid-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, roh oder gebleicht
5;540742000080;5407.42;-- Teñidos;Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed;Tissus teints, obtenus à partir de fils contenant >= 85% en poids de filaments de nylon ou d'autres polyamides, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT Nylon- oder anderen Polyamid-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, gefärbt
5;540743000080;5407.43;-- Con hilados de distintos colores;Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours;Tissus en fils de diverses couleurs contenant >= 85% en poids de filaments de nylon ou d'autres polyamides, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT Nylon- oder anderen Polyamid-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, buntgewebt
5;540744000080;5407.44;-- Estampados;Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed;Tissus imprimés, obtenus à partir de fils contenant >= 85% en poids de filaments de nylon ou d'autres polyamides, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT Nylon- oder anderen Polyamid-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, bedruckt
4;540751000010;;- Los demás tejidos con un contenido de filamentos de poliéster texturados superior o igual al 85 % en peso;;;
5;540751000080;5407.51;-- Crudos o blanqueados;Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached;Tissus, écrus ou blanchis, obtenus à partir de fils contenant >= 85% en poids de filaments de polyester texturés, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT texturierten Polyester-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, roh oder gebleicht
5;540752000080;5407.52;-- Teñidos;Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed;Tissus teints, obtenus à partir de fils contenant >= 85% en poids de filaments de polyester texturés, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT texturierten Polyester-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, gefärbt
5;540753000080;5407.53;-- Con hilados de distintos colores;Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours;Tissus obtenus à partir de fils de diverses couleurs contenant >= 85% en poids de filaments de polyester texturés, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT texturierten Polyester-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, buntgewebt
5;540754000080;5407.54;-- Estampados;Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed;Tissus imprimés, obtenus à partir de fils contenant >= 85% en poids de filaments de polyester texturés, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT texturierten Polyester-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, bedruckt
4;540761000010;;- Los demás tejidos con un contenido de filamentos de poliéster superior o igual al 85 % en peso;;;
5;540761000080;5407.61;-- Con un contenido de filamentos de poliéster sin texturar superior o igual al 85 % en peso;Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm;Tissus obtenus à partir de fils contenant >= 85% en poids de filaments de polyester non-texturés, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT nichttexturierten Polyester-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm
5;540769000080;5407.69;-- Los demás;Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm;Tissus obtenus à partir de fils contenant >= 85% en poids de mélanges de filaments de polyester texturés et de filaments de polyester non-texturés, y.c. les tissus obtenus à partir des monofilaments du n° 5404;Gewebe aus Garnen aus >= 85 GHT texturierten und nichttexturierten Polyester-Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm
4;540771000010;;- Los demás tejidos con un contenido de filamentos sintéticos superior o igual al 85 % en peso;;;
5;540771000080;5407.71;-- Crudos o blanqueados;Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, untreated or not further treated than bleached (excl. those of polyester, nylon or other polyamide filaments or monofilaments, and of mixtures of textured and non-textured polyester filaments);Tissus écrus ou blanchis, obtenus à partir de fils contenant >= 85% en poids de filaments synthétiques, y.c. les tissus obtenus à partir des monofilaments du n° 5404 (à l'excl. des tissus obtenus à partir de filaments ou de monofilaments de polyester, de nylon ou d'autres polyamides ainsi que des mélanges de filaments de polyester texturés et non-texturés);Gewebe aus Garnen aus >= 85 GHT synthetischen Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, roh oder gebleicht (ausg. aus Polyester-, Nylon- oder anderen Polyamid-Filamenten oder -Monofilen sowie aus Mischungen von texturierten und nichttexturierten Polyester-Filamenten)
5;540772000080;5407.72;-- Teñidos;Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed (excl. those of polyester, nylon or other polyamide filaments or monofilaments, and of mixtures of textured and non-textured polyester filaments);Tissus teints, obtenus à partir de fils contenant >= 85% en poids de filaments synthétiques, y.c. les tissus obtenus à partir des monofilaments du n° 5404 (à l'excl. des tissus obtenus à partir de filaments ou de monofilaments de polyester, de nylon ou d'autres polyamides ainsi que des mélanges de filaments de polyester texturés et non-texturés);Gewebe aus Garnen aus >= 85 GHT synthetischen Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, gefärbt (ausg. aus Polyester-, Nylon- oder anderen Polyamid-Filamenten oder -Monofilen sowie aus Mischungen von texturierten und nichttexturierten Polyester-Filamenten)
5;540773000080;5407.73;-- Con hilados de distintos colores;Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours (excl. those of polyester, nylon or other polyamide filaments or monofilaments, and of mixtures of textured and non-textured polyester filaments);Tissus obtenus à partir de fils de diverses couleurs contenant >= 85% en poids de filaments synthétiques, y.c. les tissus obtenus à partir des monofilaments du n° 5404 (à l'excl. des tissus obtenus à partir de filaments ou de monofilaments de polyester, de nylon ou d'autres polyamides ainsi que des mélanges de filaments de polyester texturés et non-texturés);Gewebe aus Garnen aus >= 85 GHT synthetischen Filamenten, einschl. aus Monofilen von >= 67 dtex und einem größten Durchmesser von <= 1 mm, buntgewebt (ausg. aus Polyester-, Nylon- oder anderen Polyamid-Filamenten oder -Monofilen sowie aus Mischungen von texturierten und nichttexturierten Polyester-Filamenten)
